employeenumber,age,gender,maritalstatus,education,department,jobrole,joblevel,monthlyincome,percentsalaryhike,jobsatisfaction,environmentsatisfaction,worklifebalance,tenure_years,yearsincurrentrole,yearssincelastpromotion,overtime,attrition_flag
1591,50,Male,Married,3,Sales,Manager,5,19331,16,3,3,3,1,0,0,Yes,0
1592,23,Male,Married,3,Research & Development,Research Scientist,1,2073,16,3,4,3,2,2,2,No,0
1594,36,Male,Married,4,Research & Development,Laboratory Technician,2,5562,13,1,1,3,3,2,0,Yes,0
1595,42,Male,Single,2,Research & Development,Manager,5,19613,22,4,4,3,1,0,0,No,0
1596,35,Male,Married,3,Research & Development,Laboratory Technician,2,3407,17,3,2,2,10,9,6,No,0
1597,34,Male,Married,4,Research & Development,Healthcare Representative,2,5063,14,3,4,2,8,2,7,No,0
1598,40,Female,Married,2,Sales,Sales Executive,2,4639,15,1,4,3,5,4,1,No,0
1599,43,Male,Divorced,3,Research & Development,Laboratory Technician,1,4876,12,2,4,3,6,4,0,No,0
1601,35,Male,Married,2,Research & Development,Laboratory Technician,1,2690,18,4,3,2,1,0,0,No,0
1602,46,Male,Single,4,Sales,Manager,4,17567,15,1,4,1,26,0,0,No,0
1604,28,Male,Married,3,Research & Development,Laboratory Technician,1,2408,17,2,3,3,1,1,0,Yes,1
1605,22,Female,Married,2,Research & Development,Research Scientist,1,2814,14,3,2,2,4,2,1,Yes,0
1606,50,Male,Married,5,Research & Development,Healthcare Representative,4,11245,15,3,2,3,30,8,12,Yes,0
1607,32,Female,Married,4,Research & Development,Research Scientist,1,3312,17,4,2,3,3,2,0,No,0
1608,44,Female,Divorced,3,Research & Development,Research Director,5,19049,14,4,2,2,22,7,1,Yes,0
1609,30,Male,Married,3,Research & Development,Research Scientist,1,2141,12,2,2,2,6,4,1,No,0
1611,45,Female,Single,5,Research & Development,Laboratory Technician,2,5769,14,1,3,3,10,7,1,Yes,0
1612,45,Male,Married,3,Sales,Sales Executive,2,4385,15,1,1,3,10,7,4,No,0
1613,31,Male,Single,4,Sales,Sales Executive,2,5332,13,1,4,3,5,2,0,No,0
1614,36,Female,Married,4,Research & Development,Manufacturing Director,2,4663,12,3,3,3,3,2,1,Yes,0
1615,34,Male,Divorced,4,Research & Development,Manufacturing Director,2,4724,13,4,3,3,9,7,7,No,0
1617,49,Female,Married,4,Research & Development,Laboratory Technician,1,3211,14,1,3,2,9,6,1,No,0
1618,39,Male,Married,5,Research & Development,Manufacturing Director,2,5377,13,1,2,3,7,7,7,No,0
1619,27,Male,Divorced,3,Research & Development,Laboratory Technician,1,4066,11,1,4,3,7,7,0,No,0
1621,35,Male,Married,5,Research & Development,Research Scientist,2,5208,11,1,2,3,16,15,1,No,0
1622,28,Female,Divorced,3,Research & Development,Manufacturing Director,2,4877,21,1,2,2,5,3,0,No,0
1623,21,Male,Single,1,Research & Development,Research Scientist,1,3117,18,4,3,3,2,2,2,No,0
1624,18,Female,Single,2,Sales,Sales Representative,1,1569,12,4,2,4,0,0,0,Yes,1
1625,47,Female,Married,4,Human Resources,Manager,5,19658,11,3,4,3,5,2,1,No,0
1627,39,Male,Divorced,2,Research & Development,Laboratory Technician,2,3069,15,3,3,3,10,8,0,No,0
1628,40,Female,Married,3,Research & Development,Manufacturing Director,3,10435,13,3,1,3,18,15,14,No,0
1630,35,Female,Married,4,Research & Development,Healthcare Representative,2,4148,12,3,3,3,14,11,2,No,0
1631,37,Male,Married,3,Research & Development,Manufacturing Director,2,5768,17,3,3,2,4,3,0,No,0
1633,39,Female,Single,3,Research & Development,Manufacturing Director,2,5042,13,3,1,1,9,2,3,No,0
1635,45,Female,Divorced,2,Research & Development,Manufacturing Director,2,5770,19,4,4,3,10,7,3,No,0
1638,38,Female,Married,2,Research & Development,Manufacturing Director,3,7756,19,3,4,4,5,4,0,Yes,0
1639,35,Male,Married,3,Sales,Sales Executive,3,10306,17,1,4,3,13,12,6,No,1
1640,37,Female,Married,3,Research & Development,Research Scientist,1,3936,11,2,2,1,8,4,7,No,0
1641,40,Female,Single,3,Research & Development,Manufacturing Director,3,7945,15,4,3,2,4,2,3,Yes,0
1642,44,Male,Married,5,Human Resources,Human Resources,2,5743,11,4,1,3,10,7,0,Yes,0
1644,48,Male,Married,5,Research & Development,Manager,4,15202,25,4,3,3,2,2,2,No,0
1645,35,Male,Divorced,2,Sales,Sales Executive,2,5440,14,4,1,2,2,2,2,Yes,1
1646,24,Female,Single,1,Research & Development,Research Scientist,1,3760,13,4,1,3,6,3,1,Yes,0
1647,27,Female,Married,3,Research & Development,Research Scientist,1,3517,17,3,2,3,3,2,0,No,0
1648,27,Male,Single,3,Research & Development,Research Scientist,1,2580,13,4,4,2,4,2,1,No,0
1649,40,Male,Single,3,Research & Development,Laboratory Technician,1,2166,14,1,1,1,4,2,0,Yes,1
1650,29,Male,Single,3,Sales,Sales Executive,2,5869,11,3,3,3,5,2,1,No,0
1651,36,Female,Married,4,Research & Development,Healthcare Representative,3,8008,12,1,2,3,3,2,0,No,0
1653,25,Male,Divorced,1,Research & Development,Manufacturing Director,2,5206,17,3,4,3,7,7,0,No,0
1654,39,Male,Married,3,Research & Development,Manufacturing Director,2,5295,21,2,4,3,5,4,1,No,0
1655,49,Female,Married,4,Research & Development,Research Director,4,16413,16,2,1,3,4,2,1,No,0
1656,50,Female,Divorced,5,Research & Development,Research Director,3,13269,15,1,4,3,14,11,1,No,0
1657,20,Female,Single,3,Sales,Sales Representative,1,2783,19,3,3,3,2,2,2,No,0
1658,34,Female,Divorced,3,Research & Development,Research Scientist,2,5433,12,2,4,3,11,8,7,No,0
1659,36,Male,Single,3,Research & Development,Laboratory Technician,1,2013,11,2,1,3,4,3,1,No,0
1661,49,Female,Married,1,Research & Development,Healthcare Representative,4,13966,19,3,3,3,15,11,2,Yes,0
1662,36,Female,Married,4,Research & Development,Manufacturing Director,2,4374,15,3,4,3,3,2,1,No,0
1664,36,Male,Divorced,2,Research & Development,Healthcare Representative,2,6842,20,1,4,3,5,4,0,No,0
1665,54,Female,Married,5,Research & Development,Manager,4,17426,25,3,2,3,10,8,4,No,0
1666,43,Male,Married,2,Research & Development,Research Director,4,17603,24,3,3,3,14,10,6,No,0
1667,35,Male,Single,4,Sales,Sales Executive,2,4581,24,4,4,4,11,9,6,Yes,1
1668,38,Male,Married,3,Research & Development,Research Scientist,2,4735,15,4,4,4,13,11,2,No,0
1669,29,Male,Divorced,3,Sales,Sales Executive,2,4187,13,2,1,2,10,0,0,Yes,0
1670,33,Male,Divorced,4,Sales,Sales Executive,2,5505,14,4,4,3,6,2,0,No,0
1671,32,Male,Divorced,3,Research & Development,Research Scientist,2,5470,13,2,4,2,9,5,1,No,0
1673,31,Female,Married,4,Sales,Sales Executive,2,5476,11,4,1,3,10,0,0,No,0
1674,49,Female,Divorced,3,Research & Development,Laboratory Technician,1,2587,16,1,4,2,2,2,2,Yes,0
1675,38,Female,Single,3,Research & Development,Laboratory Technician,1,2440,22,2,4,3,4,3,3,No,0
1676,47,Female,Divorced,4,Sales,Manager,4,15972,14,2,2,3,3,2,1,No,0
1677,49,Male,Single,3,Research & Development,Manager,4,15379,14,3,3,3,8,7,0,No,0
1678,41,Male,Single,2,Sales,Sales Executive,3,7082,16,3,4,3,2,0,0,Yes,0
1680,20,Male,Single,1,Sales,Sales Representative,1,2728,11,1,4,3,2,2,0,No,0
1681,33,Female,Divorced,3,Sales,Sales Executive,2,5368,25,4,3,3,6,5,1,Yes,0
1682,36,Male,Married,4,Research & Development,Healthcare Representative,2,5347,14,3,1,2,3,2,0,No,0
1683,44,Female,Divorced,3,Human Resources,Human Resources,1,3195,18,4,3,3,2,2,2,Yes,0
1684,23,Male,Single,1,Research & Development,Laboratory Technician,1,3989,11,3,4,3,5,4,1,Yes,1
1687,38,Female,Married,2,Research & Development,Laboratory Technician,1,3306,19,3,4,2,0,0,0,No,0
1689,53,Male,Married,4,Research & Development,Healthcare Representative,3,7005,15,4,2,3,4,3,1,No,0
1691,48,Female,Married,2,Sales,Sales Representative,1,2655,11,3,4,3,9,7,7,Yes,1
1692,32,Male,Single,4,Research & Development,Laboratory Technician,1,1393,12,2,4,3,1,0,0,No,1
1693,26,Male,Single,3,Research & Development,Laboratory Technician,1,2570,20,4,4,3,7,7,5,No,0
1694,55,Male,Divorced,3,Research & Development,Research Scientist,1,3537,12,2,1,3,4,2,1,No,0
1696,34,Male,Married,2,Research & Development,Laboratory Technician,2,3986,14,4,2,4,15,10,4,No,0
1697,60,Male,Divorced,4,Research & Development,Healthcare Representative,3,10883,20,4,3,4,1,0,0,No,0
1698,33,Male,Married,3,Research & Development,Laboratory Technician,1,2028,18,2,2,3,14,11,2,No,0
1700,37,Male,Divorced,4,Sales,Sales Executive,2,9525,14,4,3,2,6,3,1,No,0
1701,34,Female,Married,3,Research & Development,Research Scientist,1,2929,12,4,2,3,10,9,8,No,0
1702,23,Male,Divorced,3,Sales,Sales Representative,1,2275,21,4,3,3,3,2,0,Yes,1
1703,44,Female,Married,3,Research & Development,Healthcare Representative,3,7879,19,4,3,3,8,7,6,Yes,0
1704,35,Male,Single,4,Research & Development,Research Scientist,1,4930,14,4,1,4,5,4,1,Yes,0
1706,43,Male,Married,3,Sales,Sales Executive,2,7847,17,4,4,3,10,9,8,Yes,0
1707,24,Male,Married,3,Research & Development,Research Scientist,1,4401,16,3,3,3,5,3,0,No,0
1708,41,Male,Single,3,Sales,Sales Executive,3,9241,12,3,4,3,10,8,8,No,0
1709,29,Female,Married,4,Research & Development,Laboratory Technician,1,2974,17,3,4,3,5,3,1,No,0
1710,36,Female,Single,4,Sales,Sales Representative,2,4502,15,4,3,2,13,7,6,No,0
1712,45,Male,Married,1,Research & Development,Healthcare Representative,3,10748,23,3,3,2,23,15,14,No,0
1714,24,Male,Married,1,Human Resources,Human Resources,1,1555,11,3,4,3,1,0,0,No,1
1716,47,Male,Married,3,Sales,Sales Executive,4,12936,11,3,3,1,23,5,14,No,1
1718,26,Male,Married,4,Research & Development,Laboratory Technician,1,2305,15,3,4,4,3,2,0,No,0
1719,45,Female,Single,2,Research & Development,Research Director,4,16704,11,2,4,3,21,6,8,No,0
1720,32,Male,Married,3,Research & Development,Research Scientist,1,3433,13,3,1,2,5,2,1,No,0
1721,31,Male,Married,4,Research & Development,Laboratory Technician,1,3477,14,3,2,4,5,2,0,No,0
1722,41,Male,Married,3,Human Resources,Human Resources,2,6430,19,2,3,3,3,2,1,No,0
1724,40,Female,Married,2,Research & Development,Manufacturing Director,2,6516,16,1,2,3,1,0,0,Yes,0
1725,24,Male,Divorced,1,Research & Development,Laboratory Technician,1,3907,13,1,2,4,6,2,1,No,0
1727,46,Male,Single,4,Research & Development,Healthcare Representative,2,5562,14,2,3,3,10,7,0,No,0
1728,35,Male,Married,4,Research & Development,Manufacturing Director,2,6883,16,3,4,3,7,7,0,No,0
1729,30,Male,Married,1,Research & Development,Research Scientist,1,2862,12,4,2,2,10,0,0,No,0
1731,47,Male,Married,4,Sales,Sales Executive,2,4978,11,2,3,1,1,0,0,No,0
1732,46,Male,Divorced,3,Sales,Sales Executive,3,10368,12,4,3,2,10,6,0,Yes,0
1733,36,Male,Divorced,5,Sales,Sales Executive,2,6134,13,1,2,3,2,2,2,Yes,1
1734,32,Male,Single,2,Sales,Sales Executive,2,6735,15,2,1,3,0,0,0,No,1
1735,23,Female,Single,1,Research & Development,Laboratory Technician,1,3295,13,2,3,1,3,2,1,No,0
1736,31,Female,Single,1,Research & Development,Manufacturing Director,2,5238,20,4,4,2,5,4,1,No,0
1737,39,Male,Married,3,Research & Development,Laboratory Technician,2,6472,15,4,4,3,9,8,5,Yes,0
1739,32,Male,Married,3,Sales,Sales Executive,3,9610,13,3,4,1,4,3,0,No,0
1740,40,Male,Single,4,Sales,Manager,5,19833,14,2,2,2,21,8,12,No,0
1744,45,Female,Married,3,Human Resources,Human Resources,3,9756,21,3,3,4,5,0,0,No,0
1745,30,Female,Single,4,Research & Development,Research Scientist,1,4968,16,1,4,3,9,7,0,No,0
1746,24,Male,Married,3,Human Resources,Human Resources,1,2145,14,4,1,3,2,2,2,No,0
1747,30,Female,Divorced,3,Human Resources,Human Resources,1,2180,11,4,3,2,4,2,1,No,1
1749,31,Male,Married,3,Sales,Sales Executive,2,8346,19,3,1,3,5,2,0,No,0
1751,27,Female,Single,3,Research & Development,Research Scientist,1,3445,11,4,3,2,6,2,1,No,0
1752,29,Female,Single,3,Sales,Sales Representative,1,2760,13,2,2,3,2,2,2,No,1
1753,29,Male,Single,3,Research & Development,Healthcare Representative,2,6294,12,3,4,4,3,2,0,Yes,0
1754,30,Male,Divorced,2,Sales,Sales Executive,3,7140,11,1,3,3,7,7,1,No,0
1755,34,Male,Married,4,Research & Development,Research Scientist,1,2932,14,4,4,3,5,0,1,Yes,0
1756,33,Female,Single,3,Sales,Sales Executive,2,5147,15,2,4,2,11,7,1,No,0
1757,49,Female,Single,4,Sales,Sales Executive,2,4507,12,4,4,4,5,1,0,No,0
1758,33,Female,Single,3,Sales,Sales Executive,3,8564,20,1,1,2,0,0,0,Yes,1
1760,38,Female,Married,2,Research & Development,Laboratory Technician,1,2468,14,2,3,2,6,1,0,No,0
1761,31,Male,Married,4,Sales,Sales Executive,3,8161,13,3,1,3,1,0,0,No,1
1762,29,Female,Divorced,3,Research & Development,Research Scientist,1,2109,13,1,4,3,1,0,0,No,0
1763,30,Male,Married,3,Research & Development,Healthcare Representative,2,5294,16,3,3,3,7,0,1,No,0
1764,32,Male,Single,4,Research & Development,Research Scientist,1,2718,14,2,2,3,7,7,0,No,0
1766,38,Male,Married,3,Research & Development,Healthcare Representative,2,5811,16,4,2,3,1,0,1,Yes,0
1767,43,Male,Married,3,Research & Development,Research Scientist,1,2437,16,3,3,3,1,0,0,Yes,1
1768,42,Male,Divorced,3,Research & Development,Laboratory Technician,1,2766,22,2,2,2,5,3,0,No,0
1770,55,Male,Married,3,Research & Development,Research Director,5,19038,12,1,3,3,1,0,0,No,0
1771,33,Male,Divorced,3,Research & Development,Research Scientist,2,3055,15,2,4,2,9,8,1,No,0
1772,41,Male,Divorced,4,Research & Development,Laboratory Technician,1,2289,20,1,3,3,5,3,0,No,0
1774,34,Male,Divorced,3,Sales,Sales Executive,2,4001,14,3,4,3,15,14,0,Yes,0
1775,53,Female,Married,4,Research & Development,Manufacturing Director,4,12965,20,3,1,2,3,2,0,Yes,0
1778,43,Male,Single,3,Human Resources,Human Resources,1,3539,13,4,2,3,9,7,1,No,0
1779,34,Female,Single,2,Sales,Sales Executive,2,6029,12,4,4,3,2,2,2,No,0
1780,21,Male,Single,1,Sales,Sales Representative,1,2679,13,2,2,3,1,0,1,No,1
1782,38,Female,Married,2,Research & Development,Laboratory Technician,1,3702,11,3,4,3,5,4,0,No,0
1783,22,Female,Married,1,Research & Development,Laboratory Technician,1,2398,17,1,3,3,1,0,0,Yes,1
1784,31,Female,Married,4,Sales,Sales Executive,2,5468,14,4,1,3,12,7,5,No,0
1786,51,Female,Married,3,Research & Development,Manager,3,13116,11,3,1,3,2,2,2,No,0
1787,37,Male,Married,2,Sales,Sales Executive,2,4189,14,2,2,3,5,2,0,No,0
1789,46,Male,Divorced,4,Research & Development,Research Director,5,19328,17,4,3,3,2,1,2,Yes,0
1790,36,Male,Married,3,Research & Development,Healthcare Representative,3,8321,13,1,4,3,12,8,5,Yes,0
1792,44,Male,Divorced,2,Research & Development,Research Scientist,1,2342,12,2,3,2,5,3,2,Yes,1
1794,37,Male,Divorced,2,Human Resources,Human Resources,2,4071,13,2,3,2,10,0,4,No,0
1797,35,Male,Single,3,Sales,Sales Executive,2,5813,18,4,3,3,10,7,7,Yes,1
1798,33,Male,Married,4,Research & Development,Research Scientist,1,3143,19,1,4,3,10,8,7,No,0
1799,28,Male,Married,3,Research & Development,Research Scientist,1,2044,11,4,3,4,5,3,0,No,0
1800,39,Male,Single,1,Research & Development,Research Director,3,13464,21,3,3,3,4,3,2,No,0
1801,46,Male,Single,2,Sales,Sales Executive,2,7991,15,2,2,3,2,2,2,No,0
1802,40,Female,Married,2,Research & Development,Laboratory Technician,1,3377,17,1,3,2,4,3,0,No,0
1803,42,Male,Married,3,Research & Development,Healthcare Representative,2,5538,18,1,2,2,0,0,0,No,0
1804,35,Male,Divorced,2,Research & Development,Manufacturing Director,2,5762,14,4,2,3,7,7,1,No,0
1805,38,Male,Divorced,3,Human Resources,Human Resources,1,2592,13,2,1,3,11,10,3,No,0
1807,34,Male,Married,4,Research & Development,Laboratory Technician,2,5346,17,1,4,2,7,1,0,No,1
1809,37,Male,Single,4,Research & Development,Manufacturing Director,2,4213,15,1,4,1,10,3,0,No,1
1812,39,Male,Divorced,3,Sales,Sales Executive,2,4127,18,4,3,3,2,1,2,No,0
1813,43,Male,Single,3,Research & Development,Research Scientist,1,2438,13,3,1,2,3,2,1,No,0
1814,41,Male,Single,3,Research & Development,Healthcare Representative,2,6870,12,2,2,1,3,2,1,No,0
1815,41,Female,Divorced,1,Sales,Sales Executive,3,10447,13,3,3,4,22,14,13,Yes,0
1816,30,Female,Single,3,Research & Development,Manufacturing Director,3,9667,14,3,1,3,7,7,0,No,0
1818,26,Female,Married,2,Human Resources,Human Resources,1,2148,11,2,4,3,5,1,1,Yes,1
1821,46,Female,Married,2,Research & Development,Healthcare Representative,2,8926,22,2,4,4,9,7,3,No,1
1822,40,Female,Divorced,3,Research & Development,Healthcare Representative,2,6513,17,4,3,3,5,3,0,No,0
1823,34,Male,Married,2,Sales,Sales Executive,2,6799,21,3,2,3,10,8,4,No,0
1824,58,Male,Divorced,3,Sales,Manager,4,16291,22,2,2,2,16,9,14,No,0
1826,35,Male,Married,4,Research & Development,Laboratory Technician,1,2705,16,3,2,4,5,4,0,No,0
1827,47,Female,Divorced,3,Research & Development,Manufacturing Director,3,10333,12,2,3,3,22,11,14,Yes,0
1829,40,Female,Divorced,3,Research & Development,Healthcare Representative,2,4448,12,1,2,3,7,4,7,No,0
1830,54,Female,Married,4,Research & Development,Research Scientist,2,6854,15,4,4,2,7,1,1,No,0
1833,31,Female,Married,4,Sales,Sales Executive,3,9637,14,1,1,3,3,2,2,No,0
1834,28,Female,Married,3,Research & Development,Research Scientist,1,3591,25,1,3,3,3,2,1,No,0
1835,38,Female,Married,4,Sales,Sales Representative,2,5405,20,4,2,2,4,2,0,Yes,0
1836,26,Male,Single,3,Sales,Sales Executive,2,4684,13,4,3,3,5,3,1,No,0
1837,58,Male,Married,4,Research & Development,Research Director,4,15787,14,3,1,3,2,2,2,Yes,0
1839,18,Female,Single,3,Research & Development,Research Scientist,1,1514,16,3,2,1,0,0,0,No,0
1842,31,Male,Married,5,Human Resources,Human Resources,1,2956,17,1,4,3,1,0,0,No,1
1844,29,Male,Divorced,3,Human Resources,Human Resources,1,2335,15,1,1,3,2,2,2,Yes,1
1845,45,Female,Married,4,Sales,Sales Executive,2,5154,22,3,3,4,8,7,5,No,0
1847,36,Female,Married,4,Research & Development,Research Scientist,2,6962,22,2,4,3,1,0,0,Yes,0
1849,43,Male,Married,4,Sales,Sales Executive,2,5675,20,4,1,3,7,7,7,No,0
1850,27,Female,Single,2,Research & Development,Laboratory Technician,1,2379,14,4,4,2,5,4,0,Yes,0
1852,29,Male,Married,1,Research & Development,Laboratory Technician,1,3812,13,4,4,4,11,8,3,No,0
1853,32,Male,Single,4,Sales,Sales Executive,2,4648,13,4,4,4,0,0,0,No,0
1854,42,Male,Married,4,Research & Development,Research Scientist,1,2936,22,3,3,2,6,3,3,No,0
1856,47,Female,Single,4,Research & Development,Laboratory Technician,1,2105,12,3,2,3,2,2,2,No,0
1857,46,Male,Divorced,2,Research & Development,Manufacturing Director,3,8578,14,4,4,2,9,8,4,No,0
1858,28,Male,Divorced,2,Human Resources,Human Resources,1,2706,15,4,3,3,3,2,2,No,0
1859,29,Male,Divorced,1,Research & Development,Healthcare Representative,2,6384,17,3,4,3,7,0,1,No,0
1860,42,Male,Single,3,Research & Development,Laboratory Technician,1,3968,13,3,4,3,0,0,0,No,0
1862,32,Male,Single,4,Sales,Sales Executive,2,9907,12,2,3,2,2,2,2,Yes,1
1863,46,Female,Divorced,3,Sales,Sales Executive,4,13225,12,1,1,3,19,17,2,No,0
1864,27,Female,Married,1,Sales,Sales Representative,2,3540,21,3,2,3,9,8,5,No,0
1865,29,Male,Married,1,Human Resources,Human Resources,1,2804,11,2,4,3,1,0,0,No,0
1866,43,Female,Married,3,Research & Development,Manager,5,19392,13,3,1,3,16,12,6,No,0
1867,48,Male,Married,3,Research & Development,Research Director,5,19665,12,2,4,3,22,10,12,No,0
1868,29,Male,Single,2,Research & Development,Research Scientist,1,2439,24,4,4,2,1,0,1,Yes,1
1869,46,Female,Married,3,Sales,Sales Executive,3,7314,21,2,3,3,8,7,0,No,1
1870,27,Female,Married,3,Research & Development,Research Scientist,1,4774,19,1,4,2,7,6,7,No,0
1871,39,Male,Divorced,4,Research & Development,Research Scientist,2,3902,14,4,4,3,2,2,2,No,0
1873,55,Male,Married,4,Research & Development,Research Scientist,1,2662,20,4,2,4,5,2,0,No,0
1875,28,Female,Married,3,Sales,Sales Representative,1,2856,19,2,2,3,1,0,0,No,0
1876,30,Male,Single,3,Sales,Sales Representative,1,1081,13,4,2,2,1,0,0,No,1
1878,22,Male,Single,1,Research & Development,Research Scientist,1,2472,23,2,4,3,1,0,0,Yes,1
1880,36,Female,Married,4,Sales,Sales Executive,2,5673,13,3,2,3,10,9,1,Yes,0
1881,31,Male,Divorced,3,Research & Development,Laboratory Technician,2,4197,11,3,2,3,10,8,0,No,0
1882,34,Male,Married,3,Sales,Sales Executive,3,9713,13,4,3,3,5,3,1,Yes,0
1883,29,Male,Single,3,Research & Development,Laboratory Technician,1,2062,14,1,4,3,3,2,1,No,0
1885,37,Male,Married,4,Research & Development,Research Scientist,2,4284,22,1,4,3,5,3,0,Yes,0
1886,35,Female,Married,2,Research & Development,Manufacturing Director,2,4788,11,2,4,3,3,2,0,Yes,0
1888,45,Female,Married,2,Research & Development,Manufacturing Director,2,5906,13,4,2,2,9,8,3,No,0
1890,36,Male,Single,1,Human Resources,Human Resources,2,3886,21,4,2,2,10,1,0,No,0
1892,40,Male,Divorced,4,Research & Development,Manager,4,16823,11,1,1,3,19,7,11,No,0
1893,26,Female,Married,2,Research & Development,Research Scientist,1,2933,13,3,2,2,1,0,1,Yes,0
1898,27,Female,Single,2,Sales,Sales Executive,2,6500,14,3,1,2,8,7,0,No,0
1900,48,Female,Divorced,3,Research & Development,Manager,4,17174,11,4,4,3,22,17,4,No,0
1903,44,Male,Married,4,Research & Development,Healthcare Representative,2,5033,15,1,2,3,2,0,2,No,0
1905,34,Male,Married,4,Research & Development,Research Scientist,1,2307,23,1,4,3,5,2,3,Yes,1
1907,56,Male,Single,2,Research & Development,Laboratory Technician,1,2587,16,4,1,3,4,2,1,No,1
1908,36,Male,Married,2,Sales,Sales Executive,2,5507,16,2,3,1,4,2,1,No,0
1909,41,Female,Married,3,Sales,Sales Executive,2,4393,21,2,3,3,5,4,1,No,0
1911,42,Male,Married,3,Research & Development,Research Director,3,13348,13,1,3,4,13,7,5,No,0
1912,31,Female,Divorced,2,Sales,Sales Executive,2,6583,11,4,3,3,5,2,1,Yes,0
1915,34,Female,Married,1,Sales,Sales Executive,2,8103,12,4,4,2,4,2,0,Yes,0
1916,31,Female,Divorced,3,Research & Development,Laboratory Technician,1,3978,12,3,1,2,2,2,2,No,0
1918,26,Male,Married,3,Research & Development,Laboratory Technician,1,2544,18,4,3,3,7,7,7,No,0
1922,45,Male,Single,4,Research & Development,Healthcare Representative,2,5399,12,3,2,3,4,2,0,No,0
1924,33,Male,Single,4,Sales,Sales Executive,2,5487,14,3,2,2,10,4,0,No,0
1927,28,Male,Married,2,Sales,Sales Executive,2,6834,12,4,3,3,7,7,0,Yes,0
1928,29,Male,Single,3,Sales,Sales Representative,1,1091,17,1,3,3,1,0,0,No,1
1929,39,Female,Married,4,Sales,Sales Executive,2,5736,19,3,1,3,3,2,1,No,0
1931,27,Male,Married,4,Research & Development,Research Scientist,1,2226,11,2,2,2,5,3,1,No,0
1932,34,Male,Married,4,Research & Development,Research Scientist,2,5747,15,4,3,3,15,10,6,Yes,0
1933,28,Female,Single,2,Sales,Sales Executive,2,9854,11,3,4,3,2,0,2,Yes,1
1934,47,Male,Married,4,Research & Development,Research Scientist,2,5467,18,2,3,4,8,7,1,No,0
1935,56,Female,Married,5,Sales,Sales Executive,2,5380,16,1,4,3,0,0,0,No,0
1936,39,Male,Married,2,Research & Development,Manufacturing Director,2,5151,25,1,1,3,10,0,7,No,0
1937,38,Female,Divorced,3,Research & Development,Research Scientist,2,2133,16,2,4,3,20,11,0,Yes,0
1938,58,Female,Married,3,Sales,Manager,4,17875,13,4,4,2,1,0,0,Yes,0
1939,32,Female,Single,2,Research & Development,Research Scientist,1,2432,14,3,1,3,4,1,0,Yes,1
1940,38,Male,Divorced,2,Research & Development,Research Scientist,1,4771,19,4,2,4,5,2,0,No,0
1941,49,Male,Married,1,Research & Development,Research Director,5,19161,15,4,2,3,5,4,4,No,0
1943,42,Male,Divorced,4,Sales,Sales Executive,2,5087,12,4,2,3,0,0,0,Yes,0
1944,27,Female,Married,3,Human Resources,Human Resources,1,2863,12,2,1,3,1,0,0,No,1
1945,35,Male,Married,4,Sales,Sales Executive,2,5561,16,1,2,1,5,3,0,No,0
1947,28,Male,Single,3,Research & Development,Research Scientist,1,2144,14,3,3,2,5,3,1,No,0
1948,31,Male,Divorced,2,Research & Development,Research Scientist,1,3065,13,1,3,4,4,2,2,Yes,0
1949,36,Male,Married,4,Research & Development,Laboratory Technician,1,2810,22,2,1,3,5,4,0,No,0
1950,34,Male,Single,3,Sales,Sales Executive,3,9888,21,4,1,2,14,8,2,No,0
1951,34,Male,Divorced,4,Sales,Sales Executive,3,8628,18,3,4,2,8,7,1,No,0
1952,26,Male,Single,3,Research & Development,Laboratory Technician,1,2867,13,1,3,2,7,7,7,No,0
1954,29,Male,Married,3,Research & Development,Healthcare Representative,2,5373,12,1,1,2,5,3,0,No,0
1955,32,Female,Divorced,4,Research & Development,Healthcare Representative,2,6667,18,4,3,3,5,1,1,No,0
1956,31,Male,Married,3,Research & Development,Research Scientist,2,5003,21,1,4,3,10,8,8,No,0
1960,28,Male,Divorced,3,Research & Development,Laboratory Technician,1,2367,12,4,3,2,4,1,0,No,1
1961,38,Male,Single,3,Sales,Sales Representative,1,2858,14,1,1,2,1,0,0,No,0
1962,35,Female,Married,4,Sales,Sales Executive,2,5204,11,4,3,3,10,8,0,Yes,0
1965,27,Male,Single,3,Sales,Sales Executive,2,4105,14,4,4,3,7,7,0,No,0
1966,32,Male,Single,4,Research & Development,Manufacturing Director,2,9679,24,4,4,3,1,0,0,No,0
1967,31,Male,Married,4,Sales,Sales Executive,2,5617,11,4,1,3,10,7,0,Yes,1
1968,53,Male,Single,4,Sales,Sales Executive,3,10448,13,1,1,2,2,2,2,Yes,1
1969,54,Female,Married,2,Research & Development,Research Scientist,2,2897,11,3,1,2,4,3,2,No,0
1970,33,Male,Divorced,2,Research & Development,Healthcare Representative,2,5968,20,3,4,3,9,7,2,No,0
1971,43,Male,Married,3,Research & Development,Healthcare Representative,3,7510,17,3,1,3,10,9,0,No,0
1972,38,Male,Married,4,Human Resources,Human Resources,1,2991,11,2,4,3,6,2,1,Yes,0
1973,55,Male,Married,4,Human Resources,Manager,5,19636,18,2,3,3,10,9,1,Yes,0
1974,31,Female,Divorced,1,Research & Development,Laboratory Technician,1,1129,11,4,4,3,1,0,0,Yes,0
1975,39,Male,Single,4,Sales,Sales Executive,4,13341,12,1,2,3,20,8,11,No,0
